Ticker,Date,Gap,Volume_Mult,Entry_Price,Predicted_Target_%,Actual_Max_%,Actual_Final_%,Success
NVDA,2023-02-23 00:00:00-05:00,12.942088639590851,2.1181340557503714,23.200519010604086,9.306253403027329,20.580214818923988,16.4331203710214,True
NVDA,2023-05-25 00:00:00-04:00,26.14775379058681,3.481358737192097,37.8564903887327,13.540597884614462,16.111243362859806,11.92762856023602,True
NVDA,2023-08-24 00:00:00-04:00,6.579499248596303,2.1716043111843133,46.975274808576536,7.408170636815754,6.200552608691931,-2.6508676814153764,False
TSLA,2024-04-29 00:00:00-04:00,11.961498416953841,2.3453631935345207,186.97999572753906,9.057522163793056,2.123222436312426,-8.728202181163073,False
TSLA,2024-10-24 00:00:00-04:00,14.523753646504305,2.5984562737033814,256.010009765625,9.876817348691967,52.13857871844534,52.03311838354709,True
TSLA,2024-11-11 00:00:00-05:00,7.807728807968505,2.2521461660138193,342.739990234375,7.7927478755933155,42.53954089537227,34.8777533847676,True
AMD,2024-07-31 00:00:00-04:00,8.877487048105525,2.061424387766628,145.0,8.075530991984984,11.751719507677802,3.979313291352371,True
AMD,2025-10-06 00:00:00-04:00,37.517458836619944,4.971920107379476,214.85000610351562,17.249621672461878,24.30997392831601,11.947869415734342,True
AMD,2025-10-07 00:00:00-04:00,5.4685577647129415,2.196075408111503,212.9499969482422,7.0797824110361836,25.419107959498966,8.142754912602857,True
AMD,2026-04-24 00:00:00-04:00,10.29378854864637,2.210920761210181,346.32000732421875,8.530320716835949,35.48740797450595,19.557051003796722,True
AMD,2026-05-06 00:00:00-04:00,15.26487051118617,2.058975870008728,417.07000732421875,9.991256327357597,12.503894545441241,-0.7241037423490201,True
MSFT,2023-04-26 00:00:00-04:00,7.726382368036963,2.043806982503087,289.12302732036886,7.726676106911706,14.640017941673419,10.136503351889086,True
MSFT,2025-05-01 00:00:00-04:00,9.069968334573488,2.2000037327360955,428.4598783453456,8.160991246919266,11.479589632316928,10.212612956017253,True
MSFT,2025-07-31 00:00:00-04:00,8.181357517070019,2.5759860823600103,531.9101275902764,7.969604471593007,0.6074654630324292,-4.5349156165004425,False
GOOGL,2024-03-18 00:00:00-04:00,5.262790366180839,2.019089828813528,146.9454947247472,6.982655075616957,17.91982271748371,9.867708769005358,True
GOOGL,2024-04-26 00:00:00-04:00,11.775644142630922,2.185827672689951,167.67419013378634,8.969858777327268,5.743524540495808,3.6382413837966823,False
GOOGL,2024-10-30 00:00:00-04:00,6.482777682859354,2.869609443567155,172.1359852263983,7.518755193571237,13.113962485248512,11.00330322411219,True
GOOGL,2025-09-03 00:00:00-04:00,7.030985029093582,2.8052947706723876,229.13349303754427,7.6703544628625515,11.57369195796236,9.407592291684157,True
GOOGL,2025-10-30 00:00:00-04:00,6.198781506904603,2.365121190507928,282.8257813584811,7.332658690172966,16.108178019540876,9.280153756110394,True
GOOGL,2026-04-30 00:00:00-04:00,6.895469141700315,2.445501536585606,381.6300048828125,7.557741049827216,7.069669607617664,1.5800641202592318,False
AAPL,2024-05-03 00:00:00-04:00,7.871475554218327,2.6287615776468005,180.5390848280799,7.887194981794858,20.920583721548823,18.9821137981871,True
